asset_path,line,category,evidence
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",405,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",411,"position-access","transform.position}"");"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",412,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",26,"legacy-origin","WorldStreamingManager для тестирования"")]"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",27,"legacy-origin","WorldStreamingManager streamingManager;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",94,"legacy-origin","WorldStreamingManager.Instance;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",97,"legacy-origin","WorldStreamingManager>();"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",220,"legacy-origin","FloatingOriginMP>();"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",224,"legacy-origin","TotalOffset}"");"
"Assets/_Project/Scripts/World/Streaming/WorldChunkManager.cs",11,"network-serialization","INetworkSerializable для передачи через RPC."
"Assets/_Project/Scripts/World/Streaming/WorldChunkManager.cs",14,"network-serialization","INetworkSerializable"
"Assets/_Project/Scripts/World/Streaming/WorldChunkManager.cs",43,"network-serialization","INetworkSerializable для передачи через RPC."
"Assets/_Project/Scripts/World/Streaming/WorldChunkManager.cs",45,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> serializer) where T : IReaderWriter"
"Assets/_Project/Scripts/World/Streaming/WorldChunkManager.cs",47,"network-serialization","SerializeValue(ref GridX);"
"Assets/_Project/Scripts/World/Streaming/WorldChunkManager.cs",48,"network-serialization","SerializeValue(ref GridZ);"
"Assets/_Project/Scripts/World/Streaming/WorldChunkManager.cs",69,"spatial-member","public Bounds WorldBounds;"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",135,"spatial-member","private Vector3 GetLocalPlayerPosition()"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",143,"position-access","_cachedLocalPlayerTransform.position;"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",160,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",180,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",198,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",817,"position-access","_cachedLocalPlayerTransform.position.ToString(""F0"") : ""N/A"")}"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",15,"legacy-origin","FloatingOriginMP"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",26,"legacy-origin","WorldStreamingManager : MonoBehaviour"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",30,"legacy-origin","WorldStreamingManager _instance;"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",31,"legacy-origin","WorldStreamingManager Instance => _instance;"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",50,"legacy-origin","FloatingOriginMP - for large coordinates"")]"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",51,"legacy-origin","FloatingOriginMP floatingOrigin;"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",132,"legacy-origin","FloatingOriginMP shifts the world, Camera.main returns position near (0,0,0)."
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",165,"legacy-origin","WorldStreamingManager] Using NetworkPlayer IsOwner: {netObj.name} at {position:F0}"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",185,"legacy-origin","WorldStreamingManager] Using Player tag: {playerByTag.name} at {position:F0}"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",203,"legacy-origin","WorldStreamingManager] WARNING: Using Camera.main fallback at {position:F0}. Chunks may load around origin!"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",219,"legacy-origin","WorldStreamingManager] Multiple instances detected. Destroying duplicate."");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",270,"legacy-origin","WorldStreamingManager] Validation failed. Streaming disabled."");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",328,"legacy-origin","WorldStreamingManager] Cannot load chunks: chunkManager={chunkManager}, chunkLoader={chunkLoader}"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",393,"legacy-origin","WorldStreamingManager] ChunkLoader not initialized!"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",416,"legacy-origin","WorldStreamingManager] Chunk {chunkId} not loaded, skipping unload."");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",422,"legacy-origin","WorldStreamingManager] ChunkLoader not initialized!"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",447,"legacy-origin","WorldStreamingManager] Teleported to {peakPosition}"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",481,"legacy-origin","WorldStreamingManager] All chunks unloaded."");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",492,"legacy-origin","WorldSceneManager."
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",500,"legacy-origin","WorldStreamingManager] Scene filter updated: {(loadedScenes?.Count ?? 0)} scenes"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",524,"legacy-origin","WorldStreamingManager] Chunk {chunkId} blocked - scene {chunkScene} not loaded"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",588,"legacy-origin","FloatingOriginMP>();"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",601,"legacy-origin","WorldStreamingManager] WorldData not assigned!"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",607,"legacy-origin","WorldStreamingManager] WorldChunkManager not found!"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",613,"legacy-origin","WorldStreamingManager] ProceduralChunkGenerator not found!"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",619,"legacy-origin","WorldStreamingManager] ChunkLoader not found!"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",626,"legacy-origin","WorldStreamingManager] FloatingOriginMP not found. Large world coordinate support disabled."");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",648,"legacy-origin","FloatingOriginMP shifts the world, Camera.main returns position near (0,0,0)"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",759,"legacy-origin","WorldStreamingManager] Memory budget reached: {_loadedChunks.Count}/{maxLoadedChunks}"");"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",822,"legacy-origin","FloatingOriginMP</b>"", UnityEditor.EditorStyles.boldLabel);"
"Assets/_Project/Scripts/World/Streaming/WorldStreamingManager.cs",823,"legacy-origin","TotalOffset}"");"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",111,"position-access","_playerTransform.position;"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",82,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",12,"legacy-origin","FloatingOriginMP state, handles preload triggers."
"Assets/_Project/Scripts/World/WorldSceneManager.cs",14,"legacy-origin","WorldSceneManager : MonoBehaviour"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",18,"legacy-origin","WorldSceneManager _instance;"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",19,"legacy-origin","WorldSceneManager Instance => _instance;"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",29,"legacy-origin","WorldStreamingManager for chunk loading (2k grid)"")]"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",30,"legacy-origin","WorldStreamingManager worldStreamingManager;"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",32,"legacy-origin","FloatingOriginMP for large coordinate handling"")]"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",33,"legacy-origin","FloatingOriginMP floatingOriginMP;"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",46,"legacy-origin","FloatingOriginMP control based on scene loading"")]"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",91,"legacy-origin","WorldSceneManager initialized."");"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",279,"legacy-origin","FloatingOriginMP ENABLED (dist={distFromOrigin:F0}, threshold={floatingOriginEnableThreshold:F0})"");"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",284,"legacy-origin","FloatingOriginMP DISABLED (dist={distFromOrigin:F0}, threshold={floatingOriginDisableThreshold:F0})"");"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",298,"legacy-origin","WorldStreamingManager>();"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",301,"legacy-origin","FloatingOriginMP>();"
"Assets/_Project/Scripts/World/WorldSceneManager.cs",354,"legacy-origin","WorldSceneManager] {message}"");"
"Assets/_Project/Shaders/Clouds/CloudCommon.hlsl",147,"shader-position-candidate","worldPos, float3 cameraPos, float tileSize)"
"Assets/_Project/Shaders/Clouds/CloudCommon.hlsl",151,"shader-position-candidate","worldPos - camTile;"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",152,"shader-position-candidate","worldPos)"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",155,"shader-position-candidate","worldPos - _LocalDensityCenter;"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",163,"shader-position-candidate","worldPos)"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",166,"shader-position-candidate","worldPos - _LocalDisplacementCenter;"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",276,"shader-position-candidate","worldPos, out float3 stormColor)"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",293,"shader-position-candidate","worldPos.y < bottomY || worldPos.y > topY) continue;"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",296,"shader-position-candidate","worldPos.y - bottomY) / hRange);"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",299,"shader-position-candidate","worldPos.xz - cellPos.xz);"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",314,"shader-position-candidate","worldPos.y);"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",315,"shader-position-candidate","worldPos.y);"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",329,"shader-position-candidate","worldPos + seedOff) * 0.0015, 500u + (uint)(i * 37));"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",330,"shader-position-candidate","worldPos + seedOff) * 0.004, 600u + (uint)(i * 73));"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",339,"shader-position-candidate","worldPos + noiseWind, warpScale, warpStrength);"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",342,"shader-position-candidate","worldPos + warpOff + noiseWind;"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",378,"shader-position-candidate","worldPos, float3 cameraPos, float coverageNoise,"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",384,"shader-position-candidate","worldPos;"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",388,"shader-position-candidate","worldPos.y - shipY) / dispRange);"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",391,"shader-position-candidate","worldPos);"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",393,"shader-position-candidate","worldPos = worldPos + disp * _LocalDisplacementStrength * dispFactor;"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",396,"shader-position-candidate","worldPos;"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",399,"shader-position-candidate","worldPos, cameraPos, _NoiseTileSize);"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",412,"shader-position-candidate","worldPos.y, b.x, b.y, _HeightEdgeSoftness);"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",422,"shader-position-candidate","worldPos.y - b.x) / max(b.y - b.x, 1e-4));"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",433,"shader-position-candidate","worldPos);"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",466,"shader-position-candidate","_WorldSpaceCameraPos;"
"Assets/_Project/Shaders/Clouds/VolumetricClouds.shader",509,"shader-position-candidate","_WorldSpaceCameraPos;"
"Assets/_Project/Shaders/Moon/MoonLunarPhase.shader",87,"shader-position-candidate","_WorldSpaceCameraPos - mul(unity_ObjectToWorld, v.vertex).xyz);"
"Assets/_Project/Shaders/OcclusionDither.shader",68,"shader-position-candidate","positionWS : TEXCOORD2;"
"Assets/_Project/Shaders/OcclusionDither.shader",77,"shader-position-candidate","positionWS = posInput.positionWS;"
"Assets/_Project/Shaders/OcclusionDither.shader",101,"shader-position-candidate","positionWS = input.positionWS;"
"Assets/_Project/Shaders/OcclusionDither.shader",103,"shader-position-candidate","positionWS);"
"Assets/_Project/Shaders/OcclusionDither.shader",104,"shader-position-candidate","positionWS);"
"Assets/_Project/Shaders/OcclusionDither.shader",155,"shader-position-candidate","positionWS = TransformObjectToWorld(input.positionOS.xyz);"
"Assets/_Project/Shaders/OcclusionDither.shader",156,"shader-position-candidate","TransformObjectToWorldNormal(input.normalOS);"
"Assets/_Project/Shaders/OcclusionDither.shader",157,"shader-position-candidate","positionWS, normalWS, _LightDirection));"
"Assets/_Project/Shaders/VeilRaymarch.shader",257,"shader-position-candidate","_WorldSpaceCameraPos;"
"Assets/_Project/Shaders/VeilRaymarchMesh.shader",11,"shader-position-candidate","worldPos - cameraPos)"
"Assets/_Project/Shaders/VeilRaymarchMesh.shader",222,"shader-position-candidate","worldPos : TEXCOORD0;"
"Assets/_Project/Shaders/VeilRaymarchMesh.shader",232,"shader-position-candidate","worldPos = vertexInput.positionWS;"
"Assets/_Project/Shaders/VeilRaymarchMesh.shader",245,"shader-position-candidate","_WorldSpaceCameraPos;"
"Assets/_Project/Shaders/VeilRaymarchMesh.shader",246,"shader-position-candidate","worldPos - rayOrigin);"
"Assets/_Project/Shaders/VeilRaymarchMesh.shader",341,"shader-position-candidate","worldPos * _NoiseScale;"
"Assets/_Project/Shaders/VeilShader.shader",126,"shader-position-candidate","worldPos : TEXCOORD0;"
"Assets/_Project/Shaders/VeilShader.shader",136,"shader-position-candidate","worldPos = vertexInput.positionWS;"
"Assets/_Project/Shaders/VeilShader.shader",150,"shader-position-candidate","worldPos * _NoiseScale + windOffset;"
"Assets/_Project/Shaders/VeilShader.shader",172,"shader-position-candidate","_WorldSpaceCameraPos - input.worldPos);"
"Assets/_Project/Trade/Exchange/Core/ExchangeResult.cs",6,"network-serialization","INetworkSerializable — результат возвращается серверным RPC"
"Assets/_Project/Trade/Scripts/Client/ContractClientState.cs",45,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Trade/Scripts/Client/ExchangeClientState.cs",14,"lifecycle-placement","DontDestroyOnLoad (паттерн MarketClientState)."
"Assets/_Project/Trade/Scripts/Client/ExchangeClientState.cs",30,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Trade/Scripts/Client/MarketClientState.cs",53,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Trade/Scripts/Client/MarketInteractor.cs",103,"position-access","transform.position - lpPos).sqrMagnitude;"
"Assets/_Project/Trade/Scripts/Client/MarketInteractor.cs",105,"position-access","transform.position}) "");"
"Assets/_Project/Trade/Scripts/Client/MarketWindowHost.cs",146,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Trade/Scripts/Client/MarketWindowHost.cs",324,"position-access","style.position = Position.Absolute;"
"Assets/_Project/Trade/Scripts/Client/ShipCargoClientState.cs",30,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Trade/Scripts/Core/TradeWorld.cs",105,"position-access","transform.position в радиусе станции (ShipDockRadius) — здесь простая"
"Assets/_Project/Trade/Scripts/Core/TradeWorld.cs",110,"position-access","transform.position - station.transform.position).sqrMagnitude;"
"Assets/_Project/Trade/Scripts/Dto/ContractDto.cs",18,"network-serialization","INetworkSerializable"
